Code	Rank	Material1	Count	Material2	Count	Material3	Count
HK04	19	3000	2	3001	8	30064	5
HK05	0	43	4	30022	4	30052	3
HK05	1	45	3	31024	7	30063	11
HK05	2	11	4				
HK05	3	11	4	30031	7		
HK05	4	12	6	30042	3		
HK05	5	12	6	30052	4		
HK05	6	12	6	30073	4		
HK05	7	13	6	30083	2	30103	3
HK05	8	13	5	31034	3	31013	1
HK05	9	13	6	30054	3	31014	6
HK05	10	13	10	30115	4	31024	4
HK05	11	13	5	30104	3	30083	2
HK05	12	13	6	30064	2	30044	5
HK05	13	13	10	30135	4	31014	4
HK05	17	3000	2	30014	3		
HK05	18	3000	2	3002	20	31024	4
HK05	19	3000	2	3001	8	30034	5
VC14	0	43	4	30032	5	30062	2
VC14	1	45	3	30044	6	30073	15
VC14	2	11	4				
VC14	3	11	4	30041	5		
VC14	4	12	6	30052	3		
VC14	5	12	6	30062	3		
VC14	6	12	6	30083	4		
VC14	7	13	6	30093	2	30013	4
VC14	8	13	5	31024	3	30103	3
VC14	9	13	6	30074	3	30054	5
VC14	10	13	10	30145	4	30014	3
VC14	11	13	5	30044	3	31023	1
VC14	12	13	6	30084	3	30064	4
VC14	13	13	10	30125	4	30084	4
VC14	20	3000	2	31044	3		
VC14	21	3000	2	3002	20	31024	4
VC14	22	3000	2	3001	8	30074	5
BV13	0	22	4	30042	4	30012	3
BV13	1	24	3	30054	7	30083	13
BV13	2	11	4				
BV13	3	11	4	30051	5		
BV13	4	12	6	30062	2		
BV13	5	12	6	30012	8		
BV13	6	12	6	30093	3		
BV13	7	13	6	30103	3	31023	2
BV13	8	13	5	30054	3	31013	2
BV13	9	13	6	30094	3	30074	6
BV13	10	13	10	30115	4	30044	4
BV13	11	13	5	30064	2	30043	3
BV13	12	13	6	30104	3	30084	5
BV13	13	13	10	30135	4	30054	4
BV13	17	3000	2	30074	3		
BV13	18	3000	2	3002	20	31034	4
BV13	19	3000	2	3001	8	31044	5
BV12	0	22	4	30052	4	30022	2
BV12	1	24	3	30064	5	30093	11
BV12	2	11	4				
BV12	3	11	4	30061	4		
BV12	4	12	6	30012	4		
BV12	5	12	6	30022	5		
BV12	6	12	6	30103	3		
BV12	7	13	6	31033	3	31013	3
BV12	8	13	5	30074	3	30053	5
BV12	9	13	6	31034	3	31014	5
BV12	10	13	10	30145	4	30094	3
BV12	11	13	5	30084	3	30063	2
BV12	12	13	6	30014	3	30094	6
BV12	13	13	10	30125	4	30084	3
YD03	0	31	4	30062	3	30032	3
YD03	1	33	3	30014	9	31043	12
YD03	2	11	4				
YD03	3	11	4	30011	10		
YD03	4	12	6	30022	3		
YD03	5	12	6	30032	5		
YD03	6	12	6	30093	3		
YD03	7	13	6	30103	3	31023	2
YD03	8	13	5	30094	3	30073	4
YD03	9	13	6	30044	3	31024	5
YD03	10	13	10	30115	4	30074	5
YD03	11	13	5	30104	3	30083	2
YD03	12	13	6	30054	3	31044	5
YD03	13	13	10	30135	4	30104	4
YD03	17	3000	2	31064	3		
YD03	18	3000	2	3002	20	31084	4
YD03	19	3000	2	3001	8	30044	5
KZ12	0	34	4	30012	7	30062	2
KZ12	1	36	3	31014	8	31053	13
KZ12	2	11	4				
KZ12	3	11	4	30021	7		
KZ12	4	12	6	30032	3		
KZ12	5	12	6	30042	4		
KZ12	6	12	6	30103	3		
KZ12	7	13	6	31033	3	31043	3
KZ12	8	13	5	31034	3	31013	1
KZ12	9	13	6	30064	3	30044	3
KZ12	10	13	10	30145	4	31044	3
KZ12	11	13	5	31054	3	30063	3
KZ12	12	13	6	30074	3	30054	5
KZ12	13	13	10	30125	4	31054	4
KZ12	17	3000	2	30104	3		
KZ12	18	3000	2	3002	20	31044	4
KZ12	19	3000	2	3001	8	30034	5
CB12	0	28	4	30052	4	30042	3
CB12	1	30	3	30064	5	30103	10
CB12	2	11	4				
CB12	3	11	4	30061	4		
CB12	4	12	6	30012	4		
CB12	5	12	6	30022	5		
CB12	6	12	6	30013	5		
CB12	7	13	6	31013	3	30043	2
CB12	8	13	5	30064	2	30043	3
CB12	9	13	6	30014	2	30094	7
CB12	10	13	10	30145	4	30084	3
CB12	11	13	5	30074	3	30053	5
CB12	12	13	6	31014	3	30014	7
CB12	13	13	10	30125	4	30084	3
CB12	17	3000	2	31014	3		
CB12	18	3000	2	3002	20	30064	4
CB12	19	3000	2	3001	8	30014	5
RB06	0	31	4	30032	4	30022	3
RB06	1	33	3	31044	7	30063	12
RB06	2	11	4				
RB06	3	11	4	30041	5		
RB06	4	12	6	30052	3		
RB06	5	12	6	30062	3		
RB06	6	12	6	31043	4		
RB06	7	13	6	31053	3	30103	2
RB06	8	13	5	31014	3	30013	6
RB06	9	13	6	30104	3	30084	5
RB06	10	13	10	30145	4	30014	3
RB06	11	13	5	31024	3	30103	3
RB06	12	13	6	31034	3	31014	5
RB06	13	13	10	30125	4	30064	3
RB06	17	3000	2	31044	3		
RB06	18	3000	2	3002	20	31054	4
RB06	19	3000	2	3001	8	30064	5
KZ14	0	37	4	30022	5	30012	3
KZ14	1	39	3	31054	8	30053	11
KZ14	2	11	4				
KZ14	3	11	4	30031	7		
KZ14	4	12	6	30042	3		
KZ14	5	12	6	30052	4		
KZ14	6	12	6	31033	4		
KZ14	7	13	6	31043	3	31013	2
KZ14	8	13	5	31044	3	31023	4
KZ14	9	13	6	30084	3	31054	5
KZ14	10	13	10	30115	4	31024	4
KZ14	11	13	5	30014	3	30093	4
KZ14	12	13	6	30094	3	30074	6
KZ14	13	13	10	30135	4	31014	4
KZ14	17	3000	2	30014	3		
KZ14	18	3000	2	3002	20	30094	4
KZ14	19	3000	2	3001	8	31014	5
JC09	0	34	4	30062	3	30052	2
JC09	1	36	3	30074	9	30013	19
JC09	2	11	4				
JC09	3	11	4	30011	10		
JC09	4	12	6	30022	3		
JC09	5	12	6	30032	5		
JC09	6	12	6	31013	4		
JC09	7	13	6	31023	3	30083	3
JC09	8	13	5	30084	3	31053	2
JC09	9	13	6	31024	3	30104	5
JC09	10	13	10	30115	4	30074	5
JC09	11	13	5	30094	3	30073	4
JC09	12	13	6	30044	3	31024	5
JC09	13	13	10	30135	4	30104	4
JC09	17	3000	2	30024	3		
JC09	18	3000	2	3002	20	31014	4
JC09	19	3000	2	3001	8	30054	5
JC00	0	28	4	30022	4	30042	3
JC00	1	30	3	30094	8	31023	13
JC00	2	11	4				
JC00	3	11	4	30031	7		
JC00	4	12	6	30042	3		
JC00	5	12	6	30052	4		
JC00	6	12	6	30043	4		
JC00	7	13	6	30053	2	30073	4
JC00	8	13	5	31054	3	30063	3
JC00	9	13	6	30074	3	30054	5
JC00	10	13	10	30125	4	31034	3
JC00	11	13	5	31044	3	31023	4
JC00	12	13	6	30084	3	31054	5
JC00	13	13	10	30115	4	31024	4
JC00	20	3000	2	31044	3		
JC00	21	3000	2	3002	20	30104	4
JC00	22	3000	2	3001	8	30024	5
VC07	0	34	4	30032	5	30052	2
VC07	1	36	3	30104	7	31013	11
VC07	2	11	4				
VC07	3	11	4	30041	5		
VC07	4	12	6	30052	3		
VC07	5	12	6	30062	3		
VC07	6	12	6	30053	4		
VC07	7	13	6	30063	2	31013	3
VC07	8	13	5	30014	3	30093	4
VC07	9	13	6	30094	3	30074	6
VC07	10	13	10	30135	4	31014	4
VC07	11	13	5	31014	3	30013	6
VC07	12	13	6	30104	3	30084	5
VC07	13	13	10	30145	4	30014	3
YD09	0	40	4	30012	6	30032	3
YD09	1	42	3	30084	7	31033	14
YD09	2	11	4				
YD09	3	11	4	30021	7		
YD09	4	12	6	30032	3		
YD09	5	12	6	30042	4		
YD09	6	12	6	31023	4		
YD09	7	13	6	30043	2	30093	3
YD09	8	13	5	30104	3	30083	2
YD09	9	13	6	30054	3	31044	5
YD09	10	13	10	30145	4	31044	3
YD09	11	13	5	31034	3	31013	1
YD09	12	13	6	30064	3	30044	3
YD09	13	13	10	30115	4	31054	4
YD09	17	3000	2	30044	3		
YD09	18	3000	2	3002	20	31054	4
YD09	19	3000	2	3001	8	30104	5
RB12	0	37	4	30042	4	30062	2
RB12	1	39	3	31024	8	30073	15
RB12	2	11	4				
RB12	3	11	4	30061	4		
RB12	4	12	6	30012	4		
RB12	5	12	6	30022	5		
RB12	6	12	6	30073	4		
RB12	7	13	6	30083	2	31053	3
RB12	8	13	5	30054	3	31013	2
RB12	9	13	6	31044	3	31014	6
RB12	10	13	10	30135	4	30054	4
RB12	11	13	5	30064	2	30043	3
RB12	12	13	6	30014	2	30094	7
RB12	13	13	10	30145	4	30094	3
RB12	17	3000	2	31054	3		
RB12	18	3000	2	3002	20	31034	4
RB12	19	3000	2	3001	8	31044	5
RF02	0	25	4	30032	5	30052	2
RF02	1	27	3	31034	7	30043	10
RF02	2	11	4				
RF02	3	11	4	30051	5		
RF02	4	12	6	30062	2		
RF02	5	12	6	30012	8		
RF02	6	12	6	30063	3		
RF02	7	13	6	30073	3	30053	3
RF02	8	13	5	31024	3	30103	3
RF02	9	13	6	31034	3	31014	5
RF02	10	13	10	30125	4	30064	3
RF02	11	13	5	30044	3	31043	1
RF02	12	13	6	31054	3	30064	4
RF02	13	13	10	30115	4	30044	4
RF02	17	3000	2	31024	3		
RF02	18	3000	2	3002	20	30104	4
RF02	19	3000	2	3001	8	30064	5
R121	0	40	4	30052	4	30012	4
R121	1	42	3	30044	6	30083	13
R121	2	11	4				
R121	3	11	4	30011	10		
R121	4	12	6	30022	3		
R121	5	12	6	30032	5		
R121	6	12	6	30083	4		
R121	7	13	6	30093	2	30013	4
R121	8	13	5	30074	3	30053	5
R121	9	13	6	31014	3	30014	7
R121	10	13	10	30125	4	30084	3
R121	11	13	5	30084	3	31053	2
R121	12	13	6	31024	3	30104	5
R121	13	13	10	30115	4	30074	5
R121	17	3000	2	30054	3		
R121	18	3000	2	3002	20	30034	4
R121	19	3000	2	3001	8	31024	5
LT10	0	43	4	30012	8	30022	2
LT10	1	45	3	31014	8	31053	12
LT10	2	11	4				
LT10	3	11	4	30031	7		
LT10	4	12	6	30042	3		
LT10	5	12	6	30052	4		
LT10	6	12	6	30103	3		
LT10	7	13	6	31033	3	31043	3
LT10	8	13	5	31034	3	31013	1
LT10	9	13	6	30064	3	30044	3
LT10	10	13	10	30125	4	31054	4
LT10	11	13	5	31054	3	30063	3
LT10	12	13	6	30074	3	30054	5
LT10	13	13	10	30115	4	31024	4
LT10	17	3000	2	30094	3		
LT10	18	3000	2	3002	20	30044	4
LT10	19	3000	2	3001	8	30074	5
HK09	0	43	4	30062	3	30022	3
HK09	1	45	3	30014	9	31043	13
HK09	2	11	4				
HK09	3	11	4	30021	7		
HK09	4	12	6	30032	3		
HK09	5	12	6	30042	4		
HK09	6	12	6	30093	3		
HK09	7	13	6	30103	3	31023	2
HK09	8	13	5	30094	3	30073	4
HK09	9	13	6	30044	3	31024	5
HK09	10	13	10	30135	4	31044	4
HK09	11	13	5	30104	3	30083	2
HK09	12	13	6	30054	3	31044	5
HK09	13	13	10	30145	4	30104	3
HK09	17	3000	2	30034	3		
HK09	18	3000	2	3002	20	30074	4
HK09	19	3000	2	3001	8	31014	5
VC18	0	28	4	30022	4	30032	3
VC18	1	30	3	31054	7	30053	14
VC18	2	11	4				
VC18	3	11	4	30041	5		
VC18	4	12	6	30052	3		
VC18	5	12	6	30062	3		
VC18	6	12	6	31033	4		
VC18	7	13	6	31043	3	31013	2
VC18	8	13	5	31044	3	31023	4
VC18	9	13	6	30084	3	31054	5
VC18	10	13	10	30135	4	31014	4
VC18	11	13	5	30014	3	30093	4
VC18	12	13	6	30094	3	30074	6
VC18	13	13	10	30145	4	30014	3
VC18	17	3000	2	31054	3		
VC18	18	3000	2	3002	20	30054	4
VC18	19	3000	2	3001	8	30024	5
VC19	0	40	4	30032	5	30042	3
VC19	1	42	3	31044	9	30063	7
VC19	2	11	4				
VC19	3	11	4	30051	5		
VC19	4	12	6	30062	2		
VC19	5	12	6	30012	8		
VC19	6	12	6	31043	4		
VC19	7	13	6	31053	3	30103	2
VC19	8	13	5	31014	3	30013	6
VC19	9	13	6	30104	3	30084	5
VC19	10	13	10	30125	4	30064	3
VC19	11	13	5	31024	3	30103	3
VC19	12	13	6	31034	3	31014	5
VC19	13	13	10	30115	4	30044	4
VC19	17	3000	2	30014	3		
VC19	18	3000	2	3002	20	30104	4
VC19	19	3000	2	3001	8	31024	5
CB19	0	40	4	30042	4	30052	2
CB19	1	42	3	30054	7	30093	11
CB19	2	11	4				
CB19	3	11	4	30061	4		
CB19	4	12	6	30012	4		
CB19	5	12	6	30022	5		
CB19	6	12	6	31053	4		
CB19	7	13	6	30013	4	30063	2
CB19	8	13	5	30044	3	31043	1
CB19	9	13	6	31054	3	30064	4
CB19	10	13	10	30135	4	30054	4
CB19	11	13	5	30054	3	31013	2
CB19	12	13	6	31044	3	31014	6
CB19	13	13	10	30145	4	30094	3
CB19	17	3000	2	30084	3		
CB19	18	3000	2	3002	20	30104	4
CB19	19	3000	2	3001	8	30014	5
MN07	0	25	4	30052	4	30062	2
MN07	1	27	3	30064	5	30103	11
MN07	2	11	4				
MN07	3	11	4	30011	10		
MN07	4	12	6	30022	3		
MN07	5	12	6	30032	5		
MN07	6	12	6	30013	5		
MN07	7	13	6	31013	3	30043	2
MN07	8	13	5	30064	2	30043	3
MN07	9	13	6	30014	2	30094	7
MN07	10	13	10	30125	4	30084	3
MN07	11	13	5	30074	3	30053	5
MN07	12	13	6	31014	3	30014	7
MN07	13	13	10	30115	4	30074	5
MN07	17	3000	2	31054	3		
MN07	18	3000	2	3002	20	31034	4
MN07	19	3000	2	3001	8	31044	5
LN06	0	34	4	30012	6	30052	3
LN06	1	36	3	30084	8	31033	11
LN06	2	11	4				
LN06	3	11	4	30031	7		
LN06	4	12	6	30042	3		
LN06	5	12	6	30052	4		
LN06	6	12	6	31023	4		
LN06	7	13	6	30043	2	30093	3
LN06	8	13	5	30104	3	30083	2
LN06	9	13	6	30054	3	31044	5
LN06	10	13	10	30115	4	31054	4
LN06	11	13	5	31034	3	31013	1
LN06	12	13	6	30064	3	30044	3
LN06	13	13	10	30125	4	31034	3
RF03	0	31	4	30062	3	30012	4
RF03	1	33	3	30074	9	30013	18
RF03	2	11	4				
RF03	3	11	4	30021	7		
RF03	4	12	6	30032	3		
RF03	5	12	6	30042	4		
RF03	6	12	6	31013	4		
RF03	7	13	6	31023	3	30083	3
RF03	8	13	5	30084	3	31053	2
RF03	9	13	6	31024	3	30104	5
RF03	10	13	10	30135	4	31044	4
RF03	11	13	5	30094	3	30073	4
RF03	12	13	6	30044	3	31024	5
RF03	13	13	10	30145	4	31044	3
RF03	17	3000	2	30024	3		
RF03	18	3000	2	3002	20	30044	4
RF03	19	3000	2	3001	8	30104	5
RL08	0	28	4	30032	5	30012	4
RL08	1	30	3	30104	7	31013	10
RL08	2	11	4				
RL08	3	11	4	30051	5		
RL08	4	12	6	30062	2		
RL08	5	12	6	30012	8		
RL08	6	12	6	30053	4		
RL08	7	13	6	30063	2	31013	3
RL08	8	13	5	30014	3	30093	4
RL08	9	13	6	30094	3	30074	6
RL08	10	13	10	30145	4	30014	3
RL08	11	13	5	31014	3	30013	6
RL08	12	13	6	30104	3	30084	5
RL08	13	13	10	30125	4	30064	3
RL08	20	3000	2	30074	3		
RL08	21	3000	2	3002	20	31034	4
RL08	22	3000	2	3001	8	31044	5
RF23	0	25	4	30022	5	30062	2
RF23	1	27	3	30094	7	31023	16
RF23	2	11	4				
RF23	3	11	4	30041	5		
RF23	4	12	6	30052	3		
RF23	5	12	6	30062	3		
RF23	6	12	6	30043	4		
RF23	7	13	6	30053	2	30073	4
RF23	8	13	5	31054	3	30063	3
RF23	9	13	6	30074	3	30054	5
RF23	10	13	10	30115	4	31024	4
RF23	11	13	5	31044	3	31023	4
RF23	12	13	6	30084	3	31054	5
RF23	13	13	10	30135	4	31014	4
RF23	17	3000	2	30064	3		
RF23	18	3000	2	3002	20	30024	4
RF23	19	3000	2	3001	8	30084	5
R143	0	37	4	30052	4	30032	3
R143	1	39	3	31024	7	30073	18
R143	2	11	4				
R143	3	11	4	30011	10		
R143	4	12	6	30022	3		
R143	5	12	6	30032	5		
R143	6	12	6	30073	4		
R143	7	13	6	30083	2	31053	3
R143	8	13	5	30054	3	31013	2
R143	9	13	6	31044	3	31014	6
R143	10	13	10	30145	4	30094	3
R143	11	13	5	30064	2	30043	3
R143	12	13	6	30014	2	30094	7
R143	13	13	10	30125	4	30084	3
R143	20	3000	2	31024	3		
R143	21	3000	2	3002	20	31034	4
R143	22	3000	2	3001	8	30054	5
SG09	0	28	4	30042	4	30022	3
SG09	1	30	3	31034	6	30043	12
SG09	2	11	4				
SG09	3	11	4	30061	4		
SG09	4	12	6	30012	4		
SG09	5	12	6	30022	5		
SG09	6	12	6	30063	3		
SG09	7	13	6	30073	3	30053	3
SG09	8	13	5	31024	3	30103	3
SG09	9	13	6	31034	3	31014	5
SG09	10	13	10	30115	4	30044	4
SG09	11	13	5	30044	3	31043	1
SG09	12	13	6	31054	3	30064	4
SG09	13	13	10	30135	4	30054	4
SG09	20	3000	2	30014	3		
SG09	21	3000	2	3002	20	31024	4
SG09	22	3000	2	3001	8	30034	5
KZ10	0	40	4	30062	4	30042	4
KZ10	1	42	3	30044	7	30083	12
KZ10	2	11	4				
KZ10	3	11	4	30021	7		
KZ10	4	12	6	30032	3		
KZ10	5	12	6	30042	4		
KZ10	6	12	6	30083	4		
KZ10	7	13	6	30093	2	30013	4
KZ10	8	13	5	30074	3	30053	5
KZ10	9	13	6	31014	3	30014	7
KZ10	10	13	10	30115	4	30074	5
KZ10	11	13	5	30084	3	31053	2
KZ10	12	13	6	31024	3	30104	5
KZ10	13	13	10	30135	4	31014	4
KZ10	17	3000	2	30024	3		
KZ10	18	3000	2	3002	20	30044	4
KZ10	19	3000	2	3001	8	30104	5
II10	0	22	4	30012	7	30042	3
II10	1	24	3	30014	9	31043	13
II10	2	11	4				
II10	3	11	4	30031	7		
II10	4	12	6	30042	3		
II10	5	12	6	30052	4		
II10	6	12	6	30093	3		
II10	7	13	6	30103	3	31023	2
II10	8	13	5	30094	3	30073	4
II10	9	13	6	30044	3	31024	5
II10	10	13	10	30145	4	31044	3
II10	11	13	5	30104	3	30083	2
II10	12	13	6	30054	3	31044	5
II10	13	13	10	30125	4	31054	4
II10	17	3000	2	30084	3		
II10	18	3000	2	3002	20	31014	4
II10	19	3000	2	3001	8	30064	5
R175	0	31	4	30022	4	30052	3
R175	1	33	3	30014	8	30063	12
R175	2	11	4				
R175	3	11	4	30041	5		
R175	4	12	6	30052	3		
R175	5	12	6	30062	3		
R175	6	12	6	30013	5		
R175	7	13	6	31043	3	30033	3
R175	8	13	5	31014	3	31043	4
R175	9	13	6	31054	3	30084	5
R175	10	13	10	30135	4	30074	5
R175	11	13	5	31044	3	30083	4
R175	12	13	6	30044	3	31024	5
R175	13	13	10	30115	4	31014	5
GG04	0	22	4	30032	5	30062	2
GG04	1	24	3	31024	7	30013	21
GG04	2	11	4				
GG04	3	11	4	30052	5		
GG04	4	12	6	30062	2		
GG04	5	12	6	30012	8		
GG04	6	12	6	31043	4		
GG04	7	13	6	31063	3	30093	2
GG04	8	13	5	31024	3	31063	3
GG04	9	13	6	31044	3	30064	4
GG04	10	13	10	30125	4	30044	3
GG04	11	13	5	30064	2	30033	4
GG04	12	13	6	31024	3	31014	6
GG04	13	13	10	30155	4	30014	3
GG04	20	3000	2	30064	3		
GG04	21	3000	2	3002	20	31054	4
GG04	22	3000	2	3001	8	31044	5
SR37	0	25	4	30042	4	30012	3
SR37	1	27	3	31044	8	30053	13
SR37	2	11	4				
SR37	3	11	4	30061	4		
SR37	4	12	6	30012	4		
SR37	5	12	6	30022	5		
SR37	6	12	6	31063	4		
SR37	7	13	6	31033	3	30073	3
SR37	8	13	5	30014	3	30023	6
SR37	9	13	6	30104	3	31044	5
SR37	10	13	10	30145	4	31014	3
SR37	11	13	5	31054	3	31013	3
SR37	12	13	6	30074	3	30044	5
SR37	13	13	10	30155	4	30054	3
SR37	20	3000	2	31034	3		
SR37	21	3000	2	3002	20	30074	4
SR37	22	3000	2	3001	8	30014	5
SI03	0	28	4	30052	4	30022	2
SI03	1	30	3	30044	7	30083	12
SI03	2	11	4				
SI03	3	11	4	30011	10		
SI03	4	12	6	30022	3		
SI03	5	12	6	30032	5		
SI03	6	12	6	31033	4		
SI03	7	13	6	30023	3	31053	3
SI03	8	13	5	31034	3	30063	1
SI03	9	13	6	30014	3	31044	5
SI03	10	13	10	30115	4	30094	4
SI03	11	13	5	30074	3	31023	5
SI03	12	13	6	30054	3	31053	5
SI03	13	13	10	30135	4	30064	3
SI03	20	3000	2	30074	3		
SI03	21	3000	2	3002	20	30044	4
SI03	22	3000	2	3001	8	30104	5
DB03	0	28	4	30062	3	30032	3
DB03	1	30	3	30104	6	30043	15
DB03	2	11	4				
DB03	3	11	4	30021	7		
DB03	4	12	6	30032	3		
DB03	5	12	6	30042	4		
DB03	6	12	6	30023	5		
DB03	7	13	6	30043	3	31023	3
DB03	8	13	5	31054	3	30093	3
DB03	9	13	6	31014	3	30094	6
DB03	10	13	10	30145	4	31054	3
DB03	11	13	5	30074	3	31013	4
DB03	12	13	6	30084	3	30104	5
DB03	13	13	10	30155	4	30084	3
DB03	17	3000	2	30024	3		
DB03	18	3000	2	3002	20	30084	4
DB03	19	3000	2	3001	8	30014	5
VC21	0	37	4	30012	7	30062	2
VC21	1	39	3	30064	5	31043	13
VC21	2	11	4				
VC21	3	11	4	30031	7		
VC21	4	12	6	30042	3		
VC21	5	12	6	30052	4		
VC21	6	12	6	30043	4		
VC21	7	13	6	30083	3	30043	2
VC21	8	13	5	30014	3	31063	5
VC21	9	13	6	30074	3	31034	5
VC21	10	13	10	30115	4	30104	4
VC21	11	13	5	31014	3	31053	4
VC21	12	13	6	30104	3	31024	5
VC21	13	13	10	30125	4	30094	4
VC21	17	3000	2	31064	3		
VC21	18	3000	2	3002	20	31084	4
VC21	19	3000	2	3001	8	30044	5
RB09	0	34	4	30022	5	30012	3
RB09	1	36	3	30094	7	31013	13
RB09	2	11	4				
RB09	3	11	4	30041	5		
RB09	4	12	6	30052	3		
RB09	5	12	6	30062	3		
RB09	6	12	6	30083	4		
RB09	7	13	6	30053	3	30103	2
RB09	8	13	5	30054	3	30103	2
RB09	9	13	6	30084	3	30064	4
RB09	10	13	10	30135	4	31054	4
RB09	11	13	5	30094	3	31023	3
RB09	12	13	6	30084	3	31054	6
RB09	13	13	10	30145	4	30064	2
RB09	17	3000	2	30094	3		
RB09	18	3000	2	3002	20	30024	4
RB09	19	3000	2	3001	8	31024	5
YD15	0	25	4	30032	4	30022	3
YD15	1	27	3	30054	7	30103	11
YD15	2	11	4				
YD15	3	11	4	30051	5		
YD15	4	12	6	30062	2		
YD15	5	12	6	30012	8		
YD15	6	12	6	30053	4		
YD15	7	13	6	31023	3	30053	3
YD15	8	13	5	31034	3	31043	1
YD15	9	13	6	31044	3	30014	7
YD15	10	13	10	30155	4	30054	3
YD15	11	13	5	30044	3	31033	1
YD15	12	13	6	30064	3	30094	4
YD15	13	13	10	30115	4	31024	4
YD15	20	3000	2	30084	3		
YD15	21	3000	2	3002	20	30044	4
YD15	22	3000	2	3001	8	30054	5
YD17	0	22	4	30042	4	30032	3
YD17	1	24	3	31054	7	31023	16
YD17	2	11	4				
YD17	3	11	4	30061	4		
YD17	4	12	6	30012	4		
YD17	5	12	6	30022	5		
YD17	6	12	6	31023	4		
YD17	7	13	6	30073	3	30083	3
YD17	8	13	5	31044	3	30013	5
YD17	9	13	6	31064	3	30054	5
YD17	10	13	10	30125	4	30044	3
YD17	11	13	5	31024	3	30083	3
YD17	12	13	6	31034	3	31044	5
YD17	13	13	10	30135	4	31014	4
YD17	17	3000	2	30014	3		
YD17	18	3000	2	3002	20	30104	4
YD17	19	3000	2	3001	8	31024	5
MH03	0	22	4	30052	4	30042	3
MH03	1	24	3	31064	8	31033	11
MH03	2	11	4				
MH03	3	11	4	30011	10		
MH03	4	12	6	30022	3		
MH03	5	12	6	30032	5		
MH03	6	12	6	30073	4		
MH03	7	13	6	31053	3	31063	2
MH03	8	13	5	31054	3	30033	4
MH03	9	13	6	31024	3	30044	5
MH03	10	13	10	30145	4	31064	3
MH03	11	13	5	30084	3	30053	3
MH03	12	13	6	30014	3	30074	6
MH03	13	13	10	30155	4	30084	3
MH03	17	3000	2	31024	3		
MH03	18	3000	2	3002	20	30064	4
MH03	19	3000	2	3001	8	31044	5
RB11	0	34	4	30062	3	30052	2
RB11	1	36	3	30084	7	30093	13
RB11	2	11	4				
RB11	3	11	4	30021	7		
RB11	4	12	6	30032	3		
RB11	5	12	6	30042	4		
RB11	6	12	6	31053	4		
RB11	7	13	6	30093	3	30013	3
RB11	8	13	5	30104	3	30023	3
RB11	9	13	6	31014	3	31024	5
RB11	10	13	10	30115	4	30074	5
RB11	11	13	5	31064	3	30043	2
RB11	12	13	6	30044	3	31054	5
RB11	13	13	10	30135	4	31044	4
RB11	17	3000	2	30024	3		
RB11	18	3000	2	3002	20	31034	4
RB11	19	3000	2	3001	8	30094	5
GG02	0	22	4	30012	6	30032	3
GG02	1	24	3	31054	8	31063	11
GG02	2	11	4				
GG02	3	11	4	30031	7		
GG02	4	12	6	30042	3		
GG02	5	12	6	30052	4		
GG02	6	12	6	30093	3		
GG02	7	13	6	31013	3	31033	2
GG02	8	13	5	30064	2	30073	4
GG02	9	13	6	30054	3	30074	6
GG02	10	13	10	30145	4	30014	3
GG02	11	13	5	31044	3	30063	3
GG02	12	13	6	31054	3	31014	6
GG02	13	13	10	30155	4	31034	2
GG02	17	3000	2	30034	3		
GG02	18	3000	2	3002	20	31054	4
GG02	19	3000	2	3001	8	31024	5
CB22	0	25	4	30022	4	30042	3
CB22	1	27	3	31044	8	30073	15
CB22	2	11	4				
CB22	3	11	4	30041	5		
CB22	4	12	6	30052	3		
CB22	5	12	6	30062	3		
CB22	6	12	6	31013	4		
CB22	7	13	6	30033	3	30063	2
CB22	8	13	5	31024	3	30073	4
CB22	9	13	6	31064	3	30044	4
CB22	10	13	10	30115	4	31014	5
CB22	11	13	5	31064	3	30033	3
CB22	12	13	6	30014	3	31044	6
CB22	13	13	10	30125	4	31064	3
CB22	20	3000	2	30074	3		
CB22	21	3000	2	3002	20	30014	4
CB22	22	3000	2	3001	8	30054	5
LT12	0	43	4	30032	5	30052	2
LT12	1	45	3	31034	7	31053	9
LT12	2	11	4				
LT12	3	11	4	30051	5		
LT12	4	12	6	30062	2		
LT12	5	12	6	30012	8		
LT12	6	12	6	30033	5		
LT12	7	13	6	30063	3	30023	2
LT12	8	13	5	30084	3	31023	3
LT12	9	13	6	31024	3	30094	5
LT12	10	13	10	30135	4	30054	4
LT12	11	13	5	30064	2	31013	3
LT12	12	13	6	31054	3	31024	6
LT12	13	13	10	30145	4	31044	3
LT12	17	3000	2	30094	3		
LT12	18	3000	2	3002	20	31044	4
LT12	19	3000	2	3001	8	31054	5
LT13	0	25	4	30042	4	30062	2
LT13	1	27	3	31014	9	30023	15
LT13	2	11	4				
LT13	3	11	4	30061	4		
LT13	4	12	6	30012	4		
LT13	5	12	6	30022	5		
LT13	6	12	6	30063	3		
LT13	7	13	6	30103	2	31043	3
LT13	8	13	5	30044	3	31033	1
LT13	9	13	6	30064	3	31044	4
LT13	10	13	10	30155	4	30094	3
LT13	11	13	5	31044	3	30103	3
LT13	12	13	6	31034	3	30014	6
LT13	13	13	10	30115	4	30074	5
LT13	17	3000	2	30104	3		
LT13	18	3000	2	3002	20	30054	4
LT13	19	3000	2	3001	8	31014	5
SI02	0	28	4	30052	4	30012	4
SI02	1	30	3	30074	8	30033	17
SI02	2	11	4				
SI02	3	11	4	30011	10		
